name,gene,chr,start,end,length,density
chr22-32370000-32890000,"['CPSF1P1', 'SC22CB-1E7.1', 'SLC5A1', 'C22orf42', 'AP1B1P1', 'BPIFC', 'RP1-90G24.11', 'RP1-127L4.7', 'RP1-149A16.17', 'IGLVIVOR22-2', 'RFPL2', 'AP1B1P2', 'FBXO7', 'RP1-90G24.10', 'RP1-149A16.16', 'RP1-149A16.12', 'IGLCOR22-2', 'RP1-90G24.8', 'RN7SL305P', 'IGLCOR22-1', 'RP1-149A16.3', 'RP1-90G24.6', 'RP1-127L4.10', 'RFPL3', 'RFPL3S', 'SLC5A4', 'RTCB']",['chr22'],[32370000],[32890000],[520000],51.92307692307692
chr22-32915000-33400000,"['LL22NC01-116C6.1', 'LL22NC03-104C7.1', 'TIMP3', 'Z73979.1', 'SYN3', 'RNA5SP497', 'Z98256.1']",['chr22'],[32915000],[33400000],[485000],14.43298969072165
chr22-33410000-34325000,"['SNORA76', 'LARGE-IT1', 'LARGE-AS1', 'LL22NC03-32F9.1', 'RP1-302D9.5', 'RP1-302D9.2', 'CTA-415G2.2', 'RP1-302D9.1', 'SYN3', 'SC22CB-1D7.1', 'LARGE', 'MIR4764', 'RP1-302D9.3']",['chr22'],[33410000],[34325000],[915000],14.207650273224044
chr22-35430000-35545000,"['CTA-714B7.5', 'RP1-272J12.1', 'ISX', 'CTA-714B7.7']",['chr22'],[35430000],[35545000],[115000],34.78260869565217
chr22-35550000-35635000,"['CTA-714B7.4', 'CTA-714B7.5', 'COX7BP1']",['chr22'],[35550000],[35635000],[85000],35.29411764705882
chr22-35705000-36925000,"['RP4-569D19.8', 'APOL4', 'RPS15AP38', 'MTND1P10', 'EIF3D', 'Z95114.6', 'Y_RNA', 'APOL3', 'AL049747.1', 'HMOX1', 'Z95114.5', 'RP4-633O19__A.1', 'Z95114.3', 'FOXRED2', 'TXN2', 'MCM5', 'BX470187.1', 'APOL1', 'APOL6', 'RN7SL349P', 'NDUFA9P1', 'APOL2', 'RP5-1119A7.14', 'MIR3909', 'TOM1', 'RASD2', 'RP1-41P2.7', 'Z95114.4', 'MYH9', 'MRPS16P3', 'APOL5', 'MB', 'RBFOX2', 'Z95114.7', 'RP4-569D19.5']",['chr22'],[35705000],[36925000],[1220000],28.688524590163937
chr22-36935000-37145000,"['RP5-1119A7.10', 'RP1-293L6.1', 'CACNG2', 'RP5-1119A7.17']",['chr22'],[36935000],[37145000],[210000],19.047619047619047
chr22-37175000-37375000,"['CSF2RB', 'PVALB', 'LL22NC01-81G9.3', 'snoU13', 'CSF2RBP1', 'NCF4', 'CTA-833B7.2', 'CITF22-24E5.1']",['chr22'],[37175000],[37375000],[200000],40.0
chr22-37450000-37615000,"['RN7SKP214', 'TMPRSS6', 'AL022314.1', 'SSTR3', 'RP5-1170K4.7', 'KCTD17', 'IL2RB', 'C1QTNF6', 'RP1-151B14.6', 'RP1-151B14.9']",['chr22'],[37450000],[37615000],[165000],60.6060606060606
chr22-37660000-38000000,"['CARD10', 'CYTH4', 'MFNG', 'CDC42EP1', 'ELFN2', 'LGALS2', 'RP1-63G5.8', 'RP1-63G5.7', 'RP5-1177I5.3', 'RP1-63G5.5']",['chr22'],[37660000],[38000000],[340000],29.411764705882355
chr22-38005000-38375000,"['GALR3', 'POLR2F', 'snoU13', 'SOX10', 'NOL12', 'MICALL1', 'GCAT', 'TRIOBP', 'ANKRD54', 'RP5-1039K5.17', 'Z83844.1', 'RNU6-900P', 'RN7SL385P', 'LGALS1', 'SH3BP1', 'H1F0', 'C22orf23', 'GGA1', 'MIR659', 'EIF3L', 'MIR658', 'PDXP']",['chr22'],[38005000],[38375000],[370000],59.45945945945946
chr22-38405000-39080000,"['TMEM184B', 'PLA2G6', 'SLC16A8', 'POLR2F', 'AL021977.1', 'PICK1', 'AL020993.1', 'RP1-5O6.5', 'RP5-1039K5.16', 'RN7SL704P', 'DDX17', 'TOMM22', 'RP3-508I15.10', 'FAM227A', 'BAIAP2L2', 'MAFF', 'RP3-508I15.9', 'RP1-199H16.6', 'RP5-1039K5.18', 'CTA-228A9.3', 'RP3-449O17.1', 'KDELR3', 'RP1-5O6.4', 'RP5-1039K5.13', 'DMC1', 'RP3-434P1.6', 'CSNK1E', 'CBY1', 'KCNJ4']",['chr22'],[38405000],[39080000],[675000],42.96296296296296
chr22-39145000-39730000,"['APOBEC3C', 'APOBEC3D', 'COX5BP7', 'SNORD43', 'APOBEC3A', 'RPL3', 'CTA-150C2.13', 'CTA-150C2.20', 'DNAL4', 'SUN2', 'APOBEC3H', 'PDGFB', 'CBX6', 'APOBEC3G', 'FUNDC2P4', 'APOBEC3B', 'SNORD83A', 'SNORD83B', 'RP3-508I15.14', 'RP4-742C19.12', 'NPTXR', 'RP3-333H23.8', 'APOBEC3B-AS1', 'CBX7', 'APOBEC3F', 'AL031590.1']",['chr22'],[39145000],[39730000],[585000],44.44444444444445
chr22-39770000-39930000,"['TAB1', 'ATF4', 'MIEF1', 'RPS19BP1', 'SYNGR1', 'MGAT3', 'RP5-1104E15.6']",['chr22'],[39770000],[39930000],[160000],43.75
chr22-39935000-40425000,"['GRAP2', 'UQCRFS1P1', 'FAM83F', 'RP1-172B20.6', 'RN7SKP210', 'CACNA1I', 'ENTHD1', 'RP3-370M22.8']",['chr22'],[39935000],[40425000],[490000],16.3265306122449
chr22-40440000-40750000,"['TNRC6B', 'ADSL', 'RPL7P52', 'RP3-496C20.1']",['chr22'],[40440000],[40750000],[310000],12.903225806451612
chr22-40810000-41300000,"['RPL4P6', 'COX6B1P3', 'ST13', 'XPNPEP3', 'MKL1', 'RP5-1042K10.12', 'DNAJB7', 'JTBP1', 'GAPDHP37', 'RP5-1042K10.13', 'SLC25A17', 'AL031594.1', 'RP4-591N18.2', 'RP3-408N23.4', 'MIR4766', 'MCHR1']",['chr22'],[40810000],[41300000],[490000],32.6530612244898
chr22-41305000-41680000,"['RP1-85F18.6', 'RANGAP1', 'CHADL', 'RNU6-379P', 'XPNPEP3', 'RP11-12M9.3', 'LRRC37A14P', 'EP300', 'L3MBTL2', 'RBX1', 'snoU13', 'RP11-12M9.4', 'MIR1281', 'RP4-756G23.5', 'RP1-85F18.5', 'RNU6-375P', 'Y_RNA', 'AL080243.1']",['chr22'],[41305000],[41680000],[375000],48.0
chr22-41700000-41775000,"['ZC3H7B', 'RNU6-495P', 'TEF']",['chr22'],[41700000],[41775000],[75000],40.0
chr22-41785000-41930000,"['TOB2', 'ACO2', 'PHF5A', 'CTA-223H9.9', 'POLR3H', 'TEF']",['chr22'],[41785000],[41930000],[145000],41.37931034482759
chr22-41940000-42015000,"['DESI1', 'POLR3H', 'PMM1', 'CSDC2']",['chr22'],[41940000],[42015000],[75000],53.333333333333336
chr22-42075000-42345000,"['HMGN2P10', 'CCDC134', 'MIR378I', 'RP5-821D11.7', 'CENPM', 'Z83840.1', 'RNU6-476P', 'CTA-250D10.23', 'MEI1', 'SREBF2', 'NHP2L1', 'RNU6ATAC22P', 'TNFRSF13C', 'MIR33A', 'SHISA8', 'C22orf46', 'Y_RNA']",['chr22'],[42075000],[42345000],[270000],62.96296296296296
chr22-42350000-42895000,"['LINC00634', 'SMDT1', 'SLC25A5P1', 'RP1-257I20.14', 'CYP2D7P', 'snoU13', 'CTA-989H11.1', 'NFAM1', 'CTA-250D10.19', 'SEPT3', 'NDUFA6', 'WBP2NL', 'Z83851.1', 'CTA-126B4.7', 'TCF20', 'NAGA', 'OLA1P1', 'FAM109B', 'Z83851.4', 'RP4-669P10.16', 'CYP2D6', 'CYP2D8P', 'RP4-669P10.19', 'NDUFA6-AS1', 'Z83851.3']",['chr22'],[42350000],[42895000],[545000],45.87155963302752
chr22-42900000-43555000,"['RNU6-513P', 'AL022476.2', 'BIK', 'PACSIN2', 'RRP7A', 'Y_RNA', 'TSPO', 'Z93241.1', 'GOLGA2P4', 'RPL5P34', 'AL049758.2', 'AL022237.3', 'SERHL', 'MCAT', 'RRP7B', 'POLDIP3', 'RN7SKP80', 'ARFGAP3', 'CYB5R3', 'RNU12', 'A4GALT', 'SERHL2', 'ATP5L2', 'TTLL1']",['chr22'],[42900000],[43555000],[655000],36.6412213740458
chr22-43600000-44315000,"['MPPED1', 'SULT4A1', 'Z97055.1', 'RP4-754E20__A.5', 'Z82214.3', 'EFCAB6-AS1', 'EFCAB6', 'Z82214.2', 'HMGN2P9', 'PNPLA5', 'RP3-388M5.9', 'SCUBE1', 'Z99756.1', 'RP3-388M5.8']",['chr22'],[43600000],[44315000],[715000],19.58041958041958
chr22-44345000-45150000,"['KIAA1644', 'ANP32BP2', 'ARHGAP8', 'LDOC1L', 'RP4-796I17.5', 'PRR5-ARHGAP8', 'RP1-32I10.10', 'PARVB', 'PARVG', 'CTA-397C4.2', 'RP1-32I10.11', 'PRR5', 'MRPS18CP6', 'SAMM50', 'LINC00207', 'KRT18P23', 'PNPLA3', 'LINC00229']",['chr22'],[44345000],[45150000],[805000],22.360248447204967
chr22-45210000-45505000,"['ARHGAP8', 'PRR5-ARHGAP8', 'PHF21B', 'RP4-753M9.1', 'RP1-127B20.4']",['chr22'],[45210000],[45505000],[295000],16.949152542372882
chr22-45555000-45870000,"['CTA-217C2.1', 'MIR1249', 'UPK3A', 'NUP50', 'FAM118A', 'RIBC2', 'CTA-268H5.14', 'RP1-102D24.5', 'CTA-268H5.9', 'SMC1B', 'CTA-268H5.12', 'KIAA0930']",['chr22'],[45555000],[45870000],[315000],38.095238095238095
chr22-46040000-46250000,"['RP1-37M3.8', 'ATXN10', 'MIR4762']",['chr22'],[46040000],[46250000],[210000],14.285714285714285
chr22-46265000-46375000,"['CR536603.1', 'WNT7B', 'WI2-85898F10.1']",['chr22'],[46265000],[46375000],[110000],27.272727272727273
chr22-46385000-46730000,"['C22orf26', 'MIR4763', 'CITF22-92A6.1', 'RP6-109B7.5', 'MIRLET7B', 'RP6-109B7.2', 'PPARA', 'RP6-109B7.3', 'LINC00899', 'PKDREJ', 'MIR3619', 'RP6-109B7.4', 'TTC38', 'GTSE1', 'TRMU', 'FLJ27365', 'MIRLET7A3', 'CDPF1']",['chr22'],[46385000],[46730000],[345000],52.173913043478265
chr22-46750000-46945000,"['RP3-439F8.1', 'RP5-996D20.3', 'CELSR1', 'TRMU']",['chr22'],[46750000],[46945000],[195000],20.51282051282051
chr22-46955000-47210000,"['TBC1D22A', 'CERK', 'GRAMD4', 'CTA-29F11.1']",['chr22'],[46955000],[47210000],[255000],15.686274509803921
chr22-48230000-48645000,"['RP13-455A7.1', 'RP11-191L9.4', 'LL22NC03-121E8.3', 'CTA-280A3__B.2', 'LL22NC03-121E8.4']",['chr22'],[48230000],[48645000],[415000],12.048192771084336
chr22-48935000-49695000,"['CTA-299D3.8', 'FAM19A5', 'RPL35P8', 'MIR4535', 'WI2-81516E3.1', 'AL954742.1']",['chr22'],[48935000],[49695000],[760000],7.894736842105263
chr22-50190000-50315000,"['RP3-522J7.6', 'CITF22-1A6.3', 'CRELD2', 'ALG12', 'ZBED4', 'BRD1', 'RP11-494O16.3', 'RP3-522J7.5']",['chr22'],[50190000],[50315000],[125000],64.0
chr22-50585000-51070000,"['CHKB', 'PPP6R2', 'CHKB-CPT1B', 'RP3-402G11.27', 'CTA-384D8.31', 'AL022328.1', 'TYMP', 'RP3-402G11.28', 'XX-C283C717.1', 'Y_RNA', 'DENND6B', 'CPT1B', 'MAPK12', 'MOV10L1', 'TRABD', 'ODF3B', 'ADM2', 'SBF1', 'MAPK8IP2', 'SYCE3', 'KLHDC7B', 'ARSA', 'SELO', 'PLXNB2', 'RP3-402G11.25', 'RN7SL500P', 'PANX2', 'LMF2', 'CTA-384D8.35', 'MAPK11', 'HDAC10', 'MIOX', 'RP3-402G11.26', 'NCAPH2', 'CTA-384D8.36', 'TUBGCP6', 'CHKB-AS1', 'CTA-384D8.34', 'CTA-384D8.33', 'SCO2']",['chr22'],[50585000],[51070000],[485000],82.47422680412372
chr3-100030000-100485000,"['LNP1', 'TBC1D23', 'RP11-114I8.4', 'GMFBP1', 'ABI3BP', 'TMEM45A', 'TFG', 'GPR128', 'TOMM70A', 'NIT2', 'SNORA31']",['chr3'],[100030000],[100485000],[455000],24.17582417582418
chr3-100535000-101285000,"['ABI3BP', 'ZNF90P1', 'RP11-144C15.1', 'RP11-301G23.1', 'TRMT10C', 'snoU13', 'SENP7', 'FAM172BP', 'RNU6-865P', 'ACTR3P3', 'Y_RNA', 'IMPG2']",['chr3'],[100535000],[101285000],[750000],16.0
chr3-101290000-101395000,"['RP11-234A1.1', 'RP11-454H13.1', 'RNU6-1256P', 'ZBTB11', 'Y_RNA', 'PCNP']",['chr3'],[101290000],[101395000],[105000],57.14285714285714
chr3-101400000-101945000,"['NXPE3', 'RP11-221J22.1', 'CEP97', 'RPL24', 'RP11-49I4.3', 'NFKBIZ', 'PDCL3P4', 'ZPLD1', 'RP11-221J22.2', 'Y_RNA']",['chr3'],[101400000],[101945000],[545000],18.34862385321101
chr3-101950000-102295000,['ZPLD1'],['chr3'],[101950000],[102295000],[345000],2.898550724637681
chr3-102355000-103420000,"['NDUFA4P2', 'RP11-280H21.1', 'RNU6-461P', 'TUBBP11', 'RNU1-43P', 'MIR548AB', 'RP11-628J14.1']",['chr3'],[102355000],[103420000],[1065000],6.572769953051643
chr3-10385000-10790000,"['ATP2B2', 'ATP2B2-IT2', 'AC090841.1', 'ATP2B2-IT1', 'MIR885']",['chr3'],[10385000],[10790000],[405000],12.345679012345679
chr3-103990000-104335000,['RP11-281P11.1'],['chr3'],[103990000],[104335000],[345000],2.898550724637681
chr3-105090000-105240000,['ALCAM'],['chr3'],[105090000],[105240000],[150000],6.666666666666667
chr3-105395000-106355000,"['CBLB', 'Y_RNA', 'RP11-93B21.1']",['chr3'],[105395000],[106355000],[960000],3.125
chr3-106395000-106845000,"['MTND1P16', 'LINC00882', 'MTND4P16', 'FCF1P3', 'MTND6P6', 'RNU6-1308P', 'RP11-561O4.1', 'RP11-52L11.4', 'MTND5P16', 'RP11-52L11.9', 'RP11-52L11.7', 'RP11-52L11.6', 'MTND2P14', 'Y_RNA', 'MTND3P6']",['chr3'],[106395000],[106845000],[450000],33.333333333333336
chr3-106925000-107230000,"['RP11-446H18.1', 'LINC00882', 'RP11-446H18.5', 'RP11-115H18.1', 'AC063944.1', 'CCDC54', 'LINC00883', 'RP11-446H18.6']",['chr3'],[106925000],[107230000],[305000],26.22950819672131
chr3-107275000-107525000,['BBX'],['chr3'],[107275000],[107525000],[250000],4.0
chr3-107720000-108300000,"['KIAA1524', 'HHLA2', 'MYH15', 'IFT57', 'SNORA70', 'CD47', 'RP11-381E24.1', 'AC078855.1', 'HNRNPA1P17', 'RP11-861A13.4']",['chr3'],[107720000],[108300000],[580000],17.24137931034483
chr3-108380000-108640000,"['GUCA1C', 'RETNLB', 'TRAT1', 'RP11-148O7.2', 'DZIP3']",['chr3'],[108380000],[108640000],[260000],19.23076923076923
chr3-108730000-108815000,"['U3', 'MORC1']",['chr3'],[108730000],[108815000],[85000],23.529411764705884
chr3-108925000-111270000,"['RP11-397K18.1', 'RP11-702L6.1', 'MIR4445', 'RP11-119D18.1', 'AC092905.1', 'RP11-457K10.1', 'RP11-424I3.1', 'DPPA4', 'Y_RNA', 'RP11-696F10.1', 'RP11-59E19.3', 'RP11-457K10.2', 'RNU6-1236P', 'RP11-615J4.3', 'DPPA2', 'RP11-702L6.4', 'RP11-179A18.1', 'RP11-553A10.1', 'CD96', 'PVRL3', 'H3F3AP3', 'RNU6ATAC15P', 'PVRL3-AS1', 'PPIAP15', 'ATP6V0CP2']",['chr3'],[108925000],[111270000],[2345000],10.660980810234541
chr3-111280000-111410000,"['PLCXD2-AS1', 'RP11-615J4.4', 'RP11-402J7.2', 'CD96', 'ZBED2', 'PLCXD2']",['chr3'],[111280000],[111410000],[130000],46.15384615384615
chr3-111435000-111800000,"['RFKP2', 'ABHD10', 'TAGLN3', 'TMPRSS7', 'PHLDB2', 'PLCXD2']",['chr3'],[111435000],[111800000],[365000],16.43835616438356
chr3-111810000-112280000,"['RP11-231E6.1', 'BTLA', 'MIR567', 'CD200', 'C3orf52', 'RP11-757F18.5', 'GCSAM', 'RP11-90K6.1', 'OR7E100P', 'SLC9C1', 'RP11-757F18.3', 'ATG3']",['chr3'],[111810000],[112280000],[470000],25.53191489361702
chr3-112315000-112730000,"['C3orf17', 'RP11-484K9.4', 'RP11-572C15.6', 'CCDC80', 'RP11-572C15.5', 'CD200R1L', 'RP11-572C15.3', 'RP11-180K7.1', 'GTPBP8', 'CD200R1']",['chr3'],[112315000],[112730000],[415000],24.096385542168672
chr3-11265000-11890000,"['AC083855.5', 'AC026185.1', 'RP11-169K17.4', 'CHCHD4P4', 'RP11-169K17.2', 'ATG7', 'HRH1', 'RP11-169K17.3', 'AC090939.1', 'TAMM41', 'VGLL4']",['chr3'],[11265000],[11890000],[625000],17.6
chr3-112755000-113020000,"['RP11-572M11.4', 'SNORD112', 'RP11-572M11.3', 'RP11-572M11.2', 'WDR52', 'BOC', 'AC078785.1', 'RP11-572M11.1']",['chr3'],[112755000],[113020000],[265000],30.18867924528302
chr3-113180000-113800000,"['SIDT1', 'RP11-271C24.3', 'SPICE1', 'VPS26AP1', 'QTRTD1', 'RP11-435F17.3', 'RP11-271C24.2', 'MIR4446', 'RN7SL767P', 'ZDHHC23', 'RP11-255E6.5', 'RP11-255E6.6', 'KIAA1407', 'GRAMD1C', 'NAA50', 'ATP6V1A', 'SIDT1-AS1', 'KIAA2018', 'RP11-435F17.1']",['chr3'],[113180000],[113800000],[620000],30.645161290322577
chr3-114545000-114760000,"['ZBTB20', 'ZBTB20-AS3', 'YBX1P3']",['chr3'],[114545000],[114760000],[215000],13.953488372093023
chr3-114810000-114910000,"['ZBTB20', 'ZBTB20-AS4']",['chr3'],[114810000],[114910000],[100000],20.0
chr3-114930000-115510000,"['RP11-190P13.2', 'RP11-190P13.1', 'RP11-326J18.1', 'GAP43']",['chr3'],[114930000],[115510000],[580000],6.896551724137931
chr3-115685000-116170000,"['LSAMP-AS1', 'LSAMP']",['chr3'],[115685000],[116170000],[485000],4.123711340206186
chr3-116570000-116735000,"['LINC00901', 'RNU5E-8P', 'LSAMP']",['chr3'],[116570000],[116735000],[165000],18.181818181818183
chr3-117150000-117255000,['LSAMP'],['chr3'],[117150000],[117255000],[105000],9.523809523809524
chr3-118965000-119530000,"['TMEM39A', 'ARHGAP31', 'COX17', 'RP11-169N13.4', 'ADPRH', 'RP11-190C22.1', 'PHBP8', 'CD80', 'RP11-190C22.8', 'POPDC2', 'MAATS1', 'B4GALT4-AS1', 'POGLUT1', 'PLA1A', 'ARHGAP31-AS1', 'NR1I2', 'RNU6-1127P', 'RPS26P21', 'TIMMDC1', 'RP11-190C22.9']",['chr3'],[118965000],[119530000],[565000],35.39823008849557
chr3-119615000-119815000,"['RP11-18H7.1', 'GSK3B', 'RP11-767L7.1', 'RP11-767L7.2']",['chr3'],[119615000],[119815000],[200000],20.0
chr3-119945000-120145000,"['GPR156', 'RP11-174O3.1', 'FSTL1', 'LRRC58', 'RP11-174O3.4', 'RP11-174O3.3']",['chr3'],[119945000],[120145000],[200000],30.0
chr3-12005000-12525000,"['AC026166.1', 'AC091492.2', 'SYN2', 'PPARG', 'GSTM5P1', 'AC026166.2', 'TIMP4', 'ACTG1P12']",['chr3'],[12005000],[12525000],[520000],15.384615384615383
chr3-120150000-120275000,"['RP11-359H3.4', 'RP11-359H3.1', 'AC126182.1', 'FSTL1']",['chr3'],[120150000],[120275000],[125000],32.0
chr3-120300000-120520000,"['HGD', 'RABL3', 'GTF2E1', 'RP11-567P17.1', 'RP11-567P17.2', 'NDUFB4']",['chr3'],[120300000],[120520000],[220000],27.272727272727273
chr3-121150000-121255000,"['POLQ', 'RPL7AP11']",['chr3'],[121150000],[121255000],[105000],19.047619047619047
chr3-121265000-121365000,"['ARGFX', 'snoU13', 'FBXO40', 'HCLS1']",['chr3'],[121265000],[121365000],[100000],40.0
chr3-121595000-121700000,"['AC072031.1', 'EAF2', 'SLC15A2']",['chr3'],[121595000],[121700000],[105000],28.57142857142857
chr3-121715000-122100000,"['CCDC58', 'ILDR1', 'AC068754.1', 'CD86', 'SNORD112', 'CASR', 'HNRNPA1P23', 'CSTA', 'Y_RNA']",['chr3'],[121715000],[122100000],[385000],23.376623376623378
chr3-122110000-122425000,"['PARP15', 'RP11-592P9.1', 'RP11-299J3.6', 'RP11-299J3.8', 'FAM162A', 'PARP9', 'PARP14', 'KPNA1', 'WDR5B', 'DTX3L', 'EIF4BP8']",['chr3'],[122110000],[122425000],[315000],34.92063492063492
chr3-122465000-122770000,"['DIRC2', 'RP11-67L2.2', 'AC078794.1', 'HSPBAP1', 'SEMA5B', 'snoU13']",['chr3'],[122465000],[122770000],[305000],19.672131147540984
chr3-123010000-123300000,"['PTPLB', 'ADCY5']",['chr3'],[123010000],[123300000],[290000],6.896551724137931
chr3-123355000-123450000,"['RP11-9N20.3', 'MYLK-AS1', 'MYLK', 'MYLK-AS2']",['chr3'],[123355000],[123450000],[95000],42.10526315789474
chr3-123600000-123700000,"['CCDC14', 'MYLK', 'ROPN1']",['chr3'],[123600000],[123700000],[100000],30.0
chr3-123705000-124275000,"['MIR5002', 'RNU6-143P', 'KALRN', 'ROPN1', 'AC117401.1', 'RPL7P15']",['chr3'],[123705000],[124275000],[570000],10.526315789473685
chr3-124280000-124425000,"['AC080008.1', 'KALRN']",['chr3'],[124280000],[124425000],[145000],13.793103448275861
chr3-124475000-124630000,"['ITGB5-AS1', 'MUC13', 'ITGB5', 'ENO1P3']",['chr3'],[124475000],[124630000],[155000],25.806451612903224
chr3-124640000-125315000,"['Y_RNA', 'SLC12A8', 'OSBPL11', 'MUC13', 'SNX4', 'snoU13', 'RNU6-230P', 'MIR5092', 'RP11-775J23.2', 'RNU6-232P', 'ZNF148', 'DUTP1', 'RNA5SP137', 'HEG1']",['chr3'],[124640000],[125315000],[675000],20.74074074074074
chr3-125490000-126285000,"['RP11-158I23.1', 'U1', 'RP11-71E19.2', 'C3orf22', 'KLF15', 'RP11-379B18.3', 'FAM86JP', 'CHST13', 'ALDH1L1-AS1', 'UROC1', 'MIR548I1', 'RP11-71E19.5', 'ENPP7P4', 'ALDH1L1', 'RP11-124N2.1', 'RPS3AP14', 'RP11-666A20.4', 'ALG1L', 'RP11-71E19.1', 'RP11-666A20.3', 'RNA5SP138', 'RP11-379B18.1', 'RP11-379B18.6', 'ROPN1B', 'AC117422.1', 'AC092902.1', 'ALDH1L1-AS2', 'CCDC37', 'ZXDC', 'SLC41A3', 'RP11-379B18.5']",['chr3'],[125490000],[126285000],[795000],38.9937106918239
chr3-12600000-12710000,"['RAF1', 'snoU13', 'C3orf83', 'MKRN2']",['chr3'],[12600000],[12710000],[110000],36.36363636363637
chr3-126450000-126710000,"['PLXNA1', 'CHCHD6', 'RCC2P4']",['chr3'],[126450000],[126710000],[260000],11.538461538461538
chr3-126770000-127270000,"['RP11-59J16.2', 'RP11-88I21.1', 'RP11-305F5.2', 'C3orf56', 'RNU6-1047P', 'RP11-88I21.2', 'RP11-59J16.1', 'Y_RNA']",['chr3'],[126770000],[127270000],[500000],16.0
chr3-127290000-127765000,"['PODXL2', 'AC023593.1', 'MGLL', 'MCM2', 'TPRA1', 'RNA5SP139', 'ABTB1', 'KBTBD12']",['chr3'],[127290000],[127765000],[475000],16.842105263157894
chr3-127775000-128330000,"['RNU2-37P', 'RUVBL1-AS1', 'TMED10P2', 'EEFSEC', 'RP11-475N22.4', 'SEC61A1', 'DNAJB8-AS1', 'MIR1280', 'C3orf27', 'RUVBL1', 'RNU6-823P', 'DNAJB8', 'GATA2']",['chr3'],[127775000],[128330000],[555000],23.423423423423426
chr3-128335000-128600000,"['RP11-723O4.9', 'RN7SL698P', 'RP11-221E20.5', 'RP11-723O4.2', 'SNORA24', 'RP11-723O4.3', 'RPS15AP16', 'MARK2P6', 'RP11-221E20.4', 'FTH1P4', 'RPN1', 'POU5F1P6', 'RAB7A', 'ACAD9', 'MARK2P8']",['chr3'],[128335000],[128600000],[265000],56.60377358490566
chr3-128680000-128995000,"['GP9', 'RAB43', 'ISY1', 'RP11-434H6.7', 'snoU13', 'RPS27P12', 'KIAA1257', 'CNBP', 'ISY1-RAB43', 'RP11-434H6.2', 'RP11-723O4.6', 'EFCC1', 'COPG1', 'RP11-434H6.6']",['chr3'],[128680000],[128995000],[315000],44.44444444444445
chr3-129090000-129180000,"['MBD4', 'EFCAB12', 'RPL32P3', 'IFT122', 'RP11-529F4.1', 'SNORA7B']",['chr3'],[129090000],[129180000],[90000],66.66666666666667
chr3-129205000-129340000,"['RHO', 'RN7SL752P', 'IFT122', 'PLXND1', 'H1FOO']",['chr3'],[129205000],[129340000],[135000],37.03703703703704
chr3-129360000-129545000,"['TMCC1', 'RNU6-1142P', 'Y_RNA']",['chr3'],[129360000],[129545000],[185000],16.216216216216214
chr3-129550000-129635000,"['TMCC1', 'AC083799.1', 'TMCC1-AS1']",['chr3'],[129550000],[129635000],[85000],35.29411764705882
chr3-129930000-130365000,"['RP11-77P16.1', 'COL6A5', 'COL6A4P2', 'AC093004.1', 'COL6A6']",['chr3'],[129930000],[130365000],[435000],11.494252873563218
chr3-13030000-13520000,"['IQSEC1', 'AC027124.3', 'NUP210', 'AC027124.2', 'HDAC11-AS1', 'RP11-715I4.1']",['chr3'],[13030000],[13520000],[490000],12.244897959183675
chr3-130405000-130745000,"['RP11-39E3.3', 'RP11-39E3.4', 'ATP2C1', 'ASTE1', 'GSTO3P', 'RP11-39E3.5', 'RN7SKP212', 'PIK3R4', 'Y_RNA']",['chr3'],[130405000],[130745000],[340000],26.47058823529412
chr3-130750000-131190000,"['RP11-265F19.1', 'RNU6-726P', 'NEK11', 'NUDT16', 'RP11-933H2.4', 'RP11-517B11.7', 'NUDT16P1', 'MRPL3', 'AC121332.1', 'AC083908.1']",['chr3'],[130750000],[131190000],[440000],22.727272727272727
chr3-131225000-131765000,"['RP11-517B11.2', 'CPNE4', 'RP11-517B11.4', 'RP11-517B11.6', 'MIR5704']",['chr3'],[131225000],[131765000],[540000],9.25925925925926
chr3-131950000-132135000,"['RPL7P16', 'CPNE4', 'RP11-65E22.2', 'snoU13', 'NIP7P2', 'ACPP']",['chr3'],[131950000],[132135000],[185000],32.43243243243243
chr3-132140000-132440000,"['HSPA8P19', 'NPHP3', 'UBA5', 'DNAJC13', 'ACAD11', 'ACKR4']",['chr3'],[132140000],[132440000],[300000],20.0
chr3-132755000-133110000,"['RP11-469L4.1', 'TMEM108', 'RP11-402L6.1']",['chr3'],[132755000],[133110000],[355000],8.450704225352112
chr3-133145000-133380000,"['SNORA33', 'RP11-91K8.5', 'TOPBP1', 'CDV3', 'BFSP2-AS1', 'RP11-91K8.2', 'RP11-91K8.4', 'BFSP2']",['chr3'],[133145000],[133380000],[235000],34.04255319148937
chr3-133390000-133525000,"['SRPRB', 'RP11-404G16.2', 'TF', 'RNA5SP140', 'TFP1']",['chr3'],[133390000],[133525000],[135000],37.03703703703704
chr3-133530000-133650000,"['RAB6B', 'SRPRB', 'C3orf36']",['chr3'],[133530000],[133650000],[120000],25.0
chr3-133905000-134285000,"['RPL39P5', 'AMOTL2', 'ANAPC13', 'RP11-445J14.1', 'MIR4788', 'HMGB3P13', 'CEP63', 'RYK', 'RP11-375I20.6', 'HMGN1P9', 'AC010207.1', 'RP11-200A1.1']",['chr3'],[133905000],[134285000],[380000],31.57894736842105
chr3-134310000-134970000,"['KY', 'EPHB1', 'RNA5SP141', 'RNU6-1174P']",['chr3'],[134310000],[134970000],[660000],6.0606060606060606
